Car VIN          ,Type of Car,# of seats,Avg. distance of rides,Avg. # of customers per day,Avg. Price per minute,Date      ,Time ,Location lonitude (current),Location latitude (current),Tank Filling (current)
WBSDE93422C989659,Car2Go     ,2         ,87km                  ,22                         ,57�                  ,7.10.2019 ,23.17,11.56254798                ,48.26584270                ,81%
3D7TT2CT1BG187176,Car2Go     ,5         ,57km                  ,15                         ,63�                  ,21.7.2019 ,6.8  ,11.21243846                ,48.5695741                 ,67%
WBS3U9C56FP349508,Drive Now  ,3         ,86km                  ,4                          ,80�                  ,2.12.2017 ,0.31 ,11.81946120                ,48.19261660                ,82%
3C4PDDAGXFT637611,Car2Go     ,2         ,5km                   ,18                         ,98�                  ,19.10.2017,15.9 ,11.76064848                ,48.5808599                 ,91%
19XFB2F23CE695059,Car2Go     ,3         ,23km                  ,7                          ,90�                  ,12.10.2019,11.11,11.17720667                ,48.16108641                ,2%
1G4GC5ER6CF429392,Car2Go     ,4         ,86km                  ,14                         ,68�                  ,21.4.2018 ,21.52,11.19809562                ,48.24735955                ,9%
JN1AY1AR8DM964380,Drive Now  ,4         ,68km                  ,0                          ,58�                  ,6.5.2017  ,20.13,11.5903552                 ,48.27430142                ,68%
WBA1J7C51FV630068,Car2Go     ,3         ,50km                  ,3                          ,55�                  ,28.12.2019,22.34,11.51455852                ,48.4468519                 ,31%
WBAPK5C52BF572665,Car2Go     ,4         ,19km                  ,26                         ,94�                  ,3.5.2019  ,14.35,11.6631036                 ,48.22461885                ,18%
1G6D25EY4B0581466,Drive Now  ,2         ,13km                  ,12                         ,77�                  ,27.1.2018 ,7.6  ,11.44867620                ,48.1130498                 ,3%
JH4CW2H69DC283212,Drive Now  ,3         ,12km                  ,22                         ,70�                  ,24.12.2017,6.28 ,11.27940418                ,48.6840405                 ,2%
1N6AF0KY4EN330575,Drive Now  ,5         ,47km                  ,9                          ,63�                  ,16.10.2017,7.2  ,11.55329926                ,48.6015698                 ,82%
WBADS33493G526857,Car2Go     ,4         ,88km                  ,21                         ,28�                  ,1.11.2017 ,22.54,11.36542089                ,48.25457063                ,90%
19VDE2E58EE880052,Car2Go     ,3         ,36km                  ,21                         ,97�                  ,5.7.2018  ,7.53 ,11.54568902                ,48.6578367                 ,52%
WAUDL74F56N027154,Drive Now  ,3         ,18km                  ,6                          ,75�                  ,25.8.2018 ,18.50,11.23818184                ,48.11384309                ,2%
SAJWA1EK0EM770594,Car2Go     ,2         ,25km                  ,29                         ,70�                  ,17.12.2018,6.2  ,11.27601854                ,48.23774942                ,50%
JHMZF1C67ES669663,Drive Now  ,4         ,90km                  ,29                         ,89�                  ,28.12.2019,20.7 ,11.17993412                ,48.9504857                 ,44%
1N6AF0LY3FN662409,Car2Go     ,3         ,39km                  ,7                          ,57�                  ,5.7.2018  ,14.47,11.72631871                ,48.13044382                ,71%
2T1BURHEXFC892645,Car2Go     ,5         ,75km                  ,10                         ,78�                  ,5.11.2017 ,17.29,11.13268342                ,48.8347923                 ,16%
WBSPM9C51AE847105,Car2Go     ,3         ,5km                   ,15                         ,57�                  ,7.7.2017  ,9.3  ,11.66012043                ,48.975323                  ,43%
JTEBW3EH7A2423022,Car2Go     ,4         ,30km                  ,13                         ,25�                  ,18.11.2018,12.53,11.29024644                ,48.23248046                ,88%
1FTEX1CWXAF159577,Drive Now  ,2         ,89km                  ,30                         ,88�                  ,25.9.2018 ,16.29,11.44938053                ,48.4533032                 ,61%
WBXPC93409W397005,Drive Now  ,2         ,72km                  ,23                         ,70�                  ,8.6.2018  ,23.45,11.4264728                 ,48.15440154                ,78%
1GYUKFEJ1AR069514,Drive Now  ,2         ,42km                  ,15                         ,91�                  ,28.6.2018 ,6.57 ,11.31677009                ,48.23923472                ,29%
1LNHL9EK8FG766448,Drive Now  ,3         ,33km                  ,24                         ,55�                  ,3.8.2019  ,22.51,11.70180632                ,48.20985484                ,39%
JH4KC1F96FC487822,Drive Now  ,5         ,80km                  ,20                         ,36�                  ,9.9.2019  ,12.45,11.58620128                ,48.3969193                 ,41%
JN1CV6EKXFM032048,Drive Now  ,3         ,3km                   ,16                         ,36�                  ,5.3.2017  ,7.54 ,11.23736058                ,48.18806108                ,19%
WA1CGAFE8ED644387,Car2Go     ,5         ,58km                  ,12                         ,31�                  ,9.2.2019  ,8.38 ,11.37641937                ,48.17556195                ,79%
YV1672MK2C2273733,Drive Now  ,5         ,18km                  ,25                         ,50�                  ,18.8.2018 ,10.59,11.73058341                ,48.21269251                ,80%
1C3CDZAB3CN931268,Car2Go     ,2         ,17km                  ,27                         ,68�                  ,15.4.2019 ,0.21 ,11.49806139                ,48.12470622                ,70%
2C3CCAGG9DH552910,Car2Go     ,4         ,51km                  ,18                         ,87�                  ,28.8.2018 ,21.45,11.5095480                 ,48.26034004                ,97%
1G6KY549X3U643382,Drive Now  ,4         ,54km                  ,16                         ,88�                  ,7.3.2017  ,6.16 ,11.36371763                ,48.9840024                 ,60%
WAUVC58E63A923556,Drive Now  ,2         ,47km                  ,24                         ,58�                  ,30.5.2018 ,17.54,11.13618627                ,48.17134563                ,32%
4F2CY0C7XAK834622,Drive Now  ,3         ,80km                  ,19                         ,54�                  ,17.6.2019 ,3.24 ,11.77054998                ,48.27529910                ,76%
3C63D3CL3CG430878,Car2Go     ,3         ,46km                  ,14                         ,94�                  ,22.9.2018 ,11.49,11.39944623                ,48.19059783                ,30%
3C63D3HL0CG439160,Car2Go     ,2         ,84km                  ,6                          ,38�                  ,17.3.2017 ,19.15,11.66472143                ,48.19898089                ,2%
WAU3VAFR0AA190143,Drive Now  ,2         ,74km                  ,22                         ,35�                  ,5.4.2019  ,20.35,11.78542340                ,48.15989731                ,32%
1G4HJ5EM4AU345840,Drive Now  ,2         ,7km                   ,5                          ,94�                  ,23.8.2017 ,12.0 ,11.55719064                ,48.11658420                ,100%
4USBT53464L138328,Car2Go     ,5         ,90km                  ,3                          ,89�                  ,17.9.2019 ,8.9  ,11.40682803                ,48.12702099                ,1%
2C3CDXCT9CH574262,Drive Now  ,4         ,29km                  ,26                         ,63�                  ,30.7.2019 ,13.33,11.55159194                ,48.18336159                ,76%
JH4CL95895C721560,Drive Now  ,3         ,14km                  ,30                         ,46�                  ,6.7.2019  ,22.44,11.10571167                ,48.8262518                 ,96%
KNADM4A35C6747260,Drive Now  ,2         ,23km                  ,10                         ,69�                  ,5.4.2018  ,12.50,11.34052007                ,48.1421694                 ,7%
WAUDFAFLXAN042166,Drive Now  ,3         ,38km                  ,14                         ,46�                  ,26.12.2019,0.42 ,11.44585215                ,48.13661162                ,58%
WP0CA2A83BS138018,Drive Now  ,2         ,18km                  ,21                         ,82�                  ,28.4.2018 ,4.16 ,11.45041630                ,48.22822931                ,49%
WAUFGBFC0EN414678,Car2Go     ,2         ,31km                  ,25                         ,88�                  ,2.9.2019  ,20.37,11.47725450                ,48.11120481                ,32%
WAUVVAFR1AA290356,Car2Go     ,4         ,7km                   ,11                         ,59�                  ,15.10.2018,19.41,11.81698653                ,48.16188685                ,74%
WBALL5C51DJ339033,Drive Now  ,5         ,45km                  ,21                         ,54�                  ,18.2.2018 ,22.20,11.18156821                ,48.9629919                 ,11%
1FTNX2A56AE976227,Car2Go     ,3         ,55km                  ,28                         ,39�                  ,21.7.2019 ,12.35,11.11879506                ,48.16259159                ,92%
1G4GB5EG9AF159668,Car2Go     ,2         ,45km                  ,14                         ,34�                  ,28.10.2018,2.24 ,11.24987182                ,48.26550612                ,95%
1N4AL2AP8BC283600,Drive Now  ,5         ,86km                  ,24                         ,68�                  ,20.8.2018 ,5.48 ,11.25517373                ,48.11572695                ,100%
